,id,zipcode,season,price_median_region,price_median_season,price,recommendation_price,profit
6836,7524600120,98092,spring,309780.0,319900.0,250000.0,325000.0,75000.0
6840,7950700110,98092,winter,309780.0,299900.0,224000.0,291200.0,67200.0
6842,4239400300,98092,fall,309780.0,333050.0,90000.0,117000.0,27000.0
6847,5031300011,98092,fall,309780.0,333050.0,299500.0,389350.0,89850.0
6848,2212600040,98092,summer,309780.0,303210.0,229500.0,298350.0,68850.0
6851,1685200110,98092,fall,309780.0,333050.0,225000.0,292500.0,67500.0
6852,1313500090,98092,spring,309780.0,319900.0,229999.0,298998.7,68999.7
6853,4137020820,98092,fall,309780.0,333050.0,268000.0,348400.0,80400.0
6904,808000070,98030,fall,282510.0,293000.0,206600.0,268580.0,61980.0
6909,1922059135,98030,spring,282510.0,300000.0,250000.0,325000.0,75000.0
6911,7697920160,98030,spring,282510.0,300000.0,245000.0,318500.0,73500.0
6916,273900030,98030,fall,282510.0,293000.0,267500.0,347750.0,80250.0
6920,3830620710,98030,summer,282510.0,277500.0,206135.0,267975.5,61840.5
6922,2005300140,98030,spring,282510.0,300000.0,220000.0,286000.0,66000.0
6928,5420300270,98030,summer,282510.0,277500.0,231500.0,300950.0,69450.0
6932,7697870310,98030,spring,282510.0,300000.0,266000.0,345800.0,79800.0
6933,3830630140,98030,fall,282510.0,293000.0,275000.0,357500.0,82500.0
6938,9183702251,98030,winter,282510.0,273500.0,280000.0,420000.0,140000.0
6939,7697870600,98030,fall,282510.0,293000.0,158000.0,205400.0,47400.0
6941,3830630090,98030,spring,282510.0,300000.0,265000.0,344500.0,79500.0
6947,1330280100,98030,summer,282510.0,277500.0,178000.0,231400.0,53400.0
6961,7140200380,98030,fall,282510.0,293000.0,275000.0,357500.0,82500.0
6963,7140200280,98030,summer,282510.0,277500.0,250000.0,325000.0,75000.0
6966,807800190,98030,winter,282510.0,273500.0,245000.0,318500.0,73500.0
6967,5412310080,98030,summer,282510.0,277500.0,235000.0,305500.0,70500.0
6969,5540000010,98030,summer,282510.0,277500.0,259950.0,337935.0,77985.0
6978,8700110020,98030,fall,282510.0,293000.0,273000.0,354900.0,81900.0
6984,3830210020,98030,summer,282510.0,277500.0,168000.0,218400.0,50400.0
6985,3826501060,98030,fall,282510.0,293000.0,267000.0,347100.0,80100.0
6987,5412310170,98030,summer,282510.0,277500.0,177000.0,230100.0,53100.0
6989,2459000020,98030,fall,282510.0,293000.0,258000.0,335400.0,77400.0
6994,8091401030,98030,spring,282510.0,300000.0,240000.0,312000.0,72000.0
6998,2005600090,98030,spring,282510.0,300000.0,160000.0,208000.0,48000.0
7000,9183703045,98030,spring,282510.0,300000.0,275000.0,357500.0,82500.0
7001,7140200330,98030,spring,282510.0,300000.0,190000.0,247000.0,57000.0
7002,1612500090,98030,spring,282510.0,300000.0,225800.0,293540.0,67740.0
7003,8091410530,98030,spring,282510.0,300000.0,270000.0,351000.0,81000.0
7007,1164000040,98030,spring,282510.0,300000.0,226800.0,294840.0,68040.0
7021,3830610320,98030,winter,282510.0,273500.0,241000.0,313300.0,72300.0
7026,7942300070,98030,fall,282510.0,293000.0,229900.0,298870.0,68970.0
7029,1657000070,98030,fall,282510.0,293000.0,250000.0,325000.0,75000.0
7043,3814701090,98030,summer,282510.0,277500.0,267000.0,347100.0,80100.0
7048,5412300410,98030,spring,282510.0,300000.0,248000.0,322400.0,74400.0
7051,7140200450,98030,winter,282510.0,273500.0,272000.0,353600.0,81600.0
7059,1922059010,98030,winter,282510.0,273500.0,140000.0,182000.0,42000.0
7065,293600080,98030,summer,282510.0,277500.0,280000.0,420000.0,140000.0
7066,274000020,98030,summer,282510.0,277500.0,274000.0,356200.0,82200.0
7078,6829900080,98030,spring,282510.0,300000.0,275000.0,357500.0,82500.0
7079,8133300050,98030,summer,282510.0,277500.0,200500.0,260650.0,60150.0
7083,3512100050,98030,winter,282510.0,273500.0,139000.0,180700.0,41700.0
7084,7140200250,98030,winter,282510.0,273500.0,200000.0,260000.0,60000.0
7087,2822059091,98030,winter,282510.0,273500.0,213500.0,277550.0,64050.0
7100,3830620300,98030,fall,282510.0,293000.0,253000.0,328900.0,75900.0
7101,7697850360,98030,winter,282510.0,273500.0,245000.0,318500.0,73500.0
7102,1922059401,98030,summer,282510.0,277500.0,275000.0,357500.0,82500.0
7112,5468000180,98030,spring,282510.0,300000.0,244950.0,318435.0,73485.0
7114,5412300100,98030,spring,282510.0,300000.0,240000.0,312000.0,72000.0
7156,5113400431,98119,spring,744975.0,750000.0,615000.0,799500.0,184500.0
7166,7443000640,98119,fall,744975.0,698000.0,460000.0,598000.0,138000.0
7174,3880900245,98119,winter,744975.0,650000.0,700000.0,1050000.0,350000.0
7188,2397101270,98119,winter,744975.0,650000.0,716000.0,1074000.0,358000.0
7190,2771601730,98119,summer,744975.0,782000.0,530000.0,689000.0,159000.0
7195,7011201470,98119,fall,744975.0,698000.0,625000.0,812500.0,187500.0
7207,4232901990,98119,spring,744975.0,750000.0,605000.0,786500.0,181500.0
7237,7871500685,98119,summer,744975.0,782000.0,613000.0,796900.0,183900.0
7240,2652500070,98119,spring,744975.0,750000.0,636000.0,826800.0,190800.0
7246,2652500210,98119,summer,744975.0,782000.0,608000.0,790400.0,182400.0
7247,6819100150,98119,summer,744975.0,782000.0,677915.0,881289.5,203374.5
7252,4232903265,98119,fall,744975.0,698000.0,614950.0,799435.0,184485.0
7260,7011201445,98119,summer,744975.0,782000.0,525000.0,682500.0,157500.0
7262,2397100155,98119,winter,744975.0,650000.0,589000.0,765700.0,176700.0
7270,2770604615,98119,fall,744975.0,698000.0,735000.0,1102500.0,367500.0
7304,2533300025,98119,summer,744975.0,782000.0,740000.0,962000.0,222000.0
7335,3303700376,98112,winter,912500.0,937500.0,667000.0,867100.0,200100.0
7337,5016001535,98112,winter,912500.0,937500.0,725000.0,942500.0,217500.0
7340,4385700765,98112,summer,912500.0,915000.0,850000.0,1105000.0,255000.0
7346,9828700200,98112,spring,912500.0,987500.0,831000.0,1080300.0,249300.0
7348,2125049139,98112,summer,912500.0,915000.0,895000.0,1163500.0,268500.0
7351,3592500565,98112,fall,912500.0,808000.0,880000.0,1320000.0,440000.0
7352,8080400045,98112,summer,912500.0,915000.0,600000.0,780000.0,180000.0
7365,3204300860,98112,summer,912500.0,915000.0,820000.0,1066000.0,246000.0
7366,5016002180,98112,summer,912500.0,915000.0,780000.0,1014000.0,234000.0
7370,5318100504,98112,summer,912500.0,915000.0,524000.0,681200.0,157200.0
7378,6788200931,98112,spring,912500.0,987500.0,710000.0,923000.0,213000.0
7380,1337800855,98112,spring,912500.0,987500.0,885000.0,1150500.0,265500.0
7386,3204300090,98112,fall,912500.0,808000.0,640000.0,832000.0,192000.0
7389,9828700900,98112,spring,912500.0,987500.0,549000.0,713700.0,164700.0
7399,6788201015,98112,summer,912500.0,915000.0,690000.0,897000.0,207000.0
7406,9828702890,98112,winter,912500.0,937500.0,760000.0,988000.0,228000.0
7409,2125049120,98112,spring,912500.0,987500.0,770000.0,1001000.0,231000.0
7411,5707500050,98112,summer,912500.0,915000.0,739375.0,961187.5,221812.5
7418,6003001760,98112,fall,912500.0,808000.0,675000.0,877500.0,202500.0
7420,5015000190,98112,summer,912500.0,915000.0,690500.0,897650.0,207150.0
7433,1339300025,98112,summer,912500.0,915000.0,809000.0,1051700.0,242700.0
7451,6788200360,98112,fall,912500.0,808000.0,727000.0,945100.0,218100.0
7456,1344300045,98112,spring,912500.0,987500.0,500000.0,650000.0,150000.0
7463,8805900570,98112,fall,912500.0,808000.0,808000.0,1212000.0,404000.0
7473,5015000700,98112,winter,912500.0,937500.0,563225.0,732192.5,168967.5
7475,9209900335,98112,spring,912500.0,987500.0,463000.0,601900.0,138900.0
7500,8712100720,98112,summer,912500.0,915000.0,785000.0,1020500.0,235500.0
7511,5016001285,98112,summer,912500.0,915000.0,750000.0,975000.0,225000.0
7520,5016001325,98112,spring,912500.0,987500.0,605000.0,786500.0,181500.0
7530,8141200080,98112,summer,912500.0,915000.0,680000.0,884000.0,204000.0
7547,5016002275,98112,summer,912500.0,915000.0,610000.0,793000.0,183000.0
7553,9828700235,98112,spring,912500.0,987500.0,669000.0,869700.0,200700.0
7554,8722101100,98112,spring,912500.0,987500.0,739000.0,960700.0,221700.0
7558,8712100530,98112,summer,912500.0,915000.0,895000.0,1163500.0,268500.0
7559,6788201781,98112,summer,912500.0,915000.0,886000.0,1151800.0,265800.0
7579,5016001619,98112,winter,912500.0,937500.0,699999.0,909998.7,209999.7
7605,3134100116,98052,summer,615000.0,622500.0,470000.0,611000.0,141000.0
7613,3126069068,98052,spring,615000.0,627500.0,485000.0,630500.0,145500.0
7615,3426059070,98052,fall,615000.0,585000.0,570000.0,741000.0,171000.0
7618,8562501040,98052,fall,615000.0,585000.0,452000.0,587600.0,135600.0
7619,8121200810,98052,spring,615000.0,627500.0,585000.0,760500.0,175500.0
7629,1494300060,98052,summer,615000.0,622500.0,522000.0,678600.0,156600.0
7634,7197300105,98052,spring,615000.0,627500.0,550000.0,715000.0,165000.0
7648,3404700041,98052,fall,615000.0,585000.0,550000.0,715000.0,165000.0
7665,7436900045,98052,fall,615000.0,585000.0,383000.0,497900.0,114900.0
7667,7199340310,98052,winter,615000.0,601000.0,509250.0,662025.0,152775.0
7670,7199360090,98052,spring,615000.0,627500.0,478000.0,621400.0,143400.0
7672,8965000110,98052,fall,615000.0,585000.0,455000.0,591500.0,136500.0
7689,8860300300,98052,fall,615000.0,585000.0,610000.0,915000.0,305000.0
7692,1115800110,98052,winter,615000.0,601000.0,524000.0,681200.0,157200.0
7693,2193310300,98052,spring,615000.0,627500.0,510000.0,663000.0,153000.0
7697,8562700090,98052,fall,615000.0,585000.0,462600.0,601380.0,138780.0
7698,8562500690,98052,spring,615000.0,627500.0,581000.0,755300.0,174300.0
7704,5422560900,98052,summer,615000.0,622500.0,450000.0,585000.0,135000.0
7712,1036400110,98052,summer,615000.0,622500.0,605000.0,786500.0,181500.0
7721,1036000080,98052,fall,615000.0,585000.0,525000.0,682500.0,157500.0
7723,1425059178,98052,spring,615000.0,627500.0,460000.0,598000.0,138000.0
7728,7524400250,98052,summer,615000.0,622500.0,424240.0,551512.0,127272.0
7729,8087800020,98052,spring,615000.0,627500.0,412500.0,536250.0,123750.0
7738,569000050,98052,summer,615000.0,622500.0,565000.0,734500.0,169500.0
7739,2896000680,98052,summer,615000.0,622500.0,600000.0,780000.0,180000.0
7741,7211300050,98052,fall,615000.0,585000.0,472000.0,613600.0,141600.0
7746,2413900050,98052,winter,615000.0,601000.0,599000.0,778700.0,179700.0
7749,8562600190,98052,summer,615000.0,622500.0,550000.0,715000.0,165000.0
7756,8087800480,98052,spring,615000.0,627500.0,480000.0,624000.0,144000.0
7758,5422560380,98052,winter,615000.0,601000.0,499000.0,648700.0,149700.0
7759,5422560470,98052,winter,615000.0,601000.0,440000.0,572000.0,132000.0
7760,7199100020,98052,summer,615000.0,622500.0,555000.0,721500.0,166500.0
7762,9512500460,98052,summer,615000.0,622500.0,525000.0,682500.0,157500.0
7764,7558750190,98052,summer,615000.0,622500.0,573000.0,744900.0,171900.0
7765,1330900250,98052,spring,615000.0,627500.0,550000.0,715000.0,165000.0
7772,8087800430,98052,winter,615000.0,601000.0,602000.0,903000.0,301000.0
7774,2790400380,98052,winter,615000.0,601000.0,560000.0,728000.0,168000.0
7783,8563020380,98052,spring,615000.0,627500.0,519900.0,675870.0,155970.0
7790,1473000020,98052,spring,615000.0,627500.0,416000.0,540800.0,124800.0
7793,2155000290,98052,summer,615000.0,622500.0,550000.0,715000.0,165000.0
7800,7955040130,98052,summer,615000.0,622500.0,460000.0,598000.0,138000.0
7804,1237500120,98052,spring,615000.0,627500.0,300000.0,390000.0,90000.0
7809,7105600085,98052,fall,615000.0,585000.0,500000.0,650000.0,150000.0
7810,1828001130,98052,summer,615000.0,622500.0,545000.0,708500.0,163500.0
7816,7525100530,98052,spring,615000.0,627500.0,432100.0,561730.0,129630.0
7818,1508210230,98052,spring,615000.0,627500.0,567000.0,737100.0,170100.0
7828,1237500540,98052,fall,615000.0,585000.0,225000.0,292500.0,67500.0
7832,7199320600,98052,spring,615000.0,627500.0,588000.0,764400.0,176400.0
7838,8045000180,98052,spring,615000.0,627500.0,585888.0,761654.4,175766.4
7839,7202000220,98052,spring,615000.0,627500.0,426000.0,553800.0,127800.0
7840,5422570760,98052,fall,615000.0,585000.0,445000.0,578500.0,133500.0
7841,8917100180,98052,summer,615000.0,622500.0,583000.0,757900.0,174900.0
7845,1925069183,98052,summer,615000.0,622500.0,425000.0,552500.0,127500.0
7849,7200001254,98052,summer,615000.0,622500.0,550000.0,715000.0,165000.0
7852,686530110,98052,winter,615000.0,601000.0,599000.0,778700.0,179700.0
7855,8644300200,98052,summer,615000.0,622500.0,555000.0,721500.0,166500.0
7858,193600200,98052,summer,615000.0,622500.0,440000.0,572000.0,132000.0
7863,5422560860,98052,spring,615000.0,627500.0,450000.0,585000.0,135000.0
7867,7199330370,98052,spring,615000.0,627500.0,385000.0,500500.0,115500.0
7872,8121200700,98052,summer,615000.0,622500.0,579000.0,752700.0,173700.0
7873,9475200030,98052,summer,615000.0,622500.0,499000.0,648700.0,149700.0
7875,8861700030,98052,winter,615000.0,601000.0,510000.0,663000.0,153000.0
7876,7199340560,98052,fall,615000.0,585000.0,460000.0,598000.0,138000.0
7884,200800200,98052,summer,615000.0,622500.0,595000.0,773500.0,178500.0
7885,7955040160,98052,fall,615000.0,585000.0,495000.0,643500.0,148500.0
7889,8045000340,98052,summer,615000.0,622500.0,565000.0,734500.0,169500.0
7892,5490220030,98052,winter,615000.0,601000.0,580000.0,754000.0,174000.0
7895,2909700070,98052,spring,615000.0,627500.0,455500.0,592150.0,136650.0
7897,5422560810,98052,summer,615000.0,622500.0,406500.0,528450.0,121950.0
7898,7525100060,98052,summer,615000.0,622500.0,497000.0,646100.0,149100.0
7901,5422570260,98052,fall,615000.0,585000.0,405000.0,526500.0,121500.0
7912,7309100070,98052,winter,615000.0,601000.0,600000.0,780000.0,180000.0
7915,9512501370,98052,fall,615000.0,585000.0,544300.0,707590.0,163290.0
7917,7201900370,98052,spring,615000.0,627500.0,440000.0,572000.0,132000.0
7923,3585220340,98052,summer,615000.0,622500.0,402000.0,522600.0,120600.0
7928,8860310240,98052,winter,615000.0,601000.0,505000.0,656500.0,151500.0
7932,7205850030,98052,spring,615000.0,627500.0,566000.0,735800.0,169800.0
7936,8044200200,98052,winter,615000.0,601000.0,401000.0,521300.0,120300.0
7939,2193310320,98052,spring,615000.0,627500.0,595000.0,773500.0,178500.0
7941,9413500350,98052,summer,615000.0,622500.0,450000.0,585000.0,135000.0
7955,8917100206,98052,summer,615000.0,622500.0,442000.0,574600.0,132600.0
7958,6811000220,98052,winter,615000.0,601000.0,510000.0,663000.0,153000.0
7961,8861500065,98052,winter,615000.0,601000.0,599500.0,779350.0,179850.0
7963,7199340620,98052,summer,615000.0,622500.0,532000.0,691600.0,159600.0
7964,2561360120,98052,spring,615000.0,627500.0,475000.0,617500.0,142500.0
7978,7200001005,98052,spring,615000.0,627500.0,593777.0,771910.1,178133.1
7988,2193340120,98052,summer,615000.0,622500.0,572000.0,743600.0,171600.0
7989,7200001608,98052,summer,615000.0,622500.0,540000.0,702000.0,162000.0
7990,8126300610,98052,spring,615000.0,627500.0,436800.0,567840.0,131040.0
7998,1025059186,98052,fall,615000.0,585000.0,438000.0,569400.0,131400.0
8005,2193320210,98052,summer,615000.0,622500.0,552500.0,718250.0,165750.0
8011,4376800010,98052,summer,615000.0,622500.0,610000.0,793000.0,183000.0
8012,1842300050,98052,summer,615000.0,622500.0,600000.0,780000.0,180000.0
8023,2525059134,98052,fall,615000.0,585000.0,500000.0,650000.0,150000.0
8024,7201800280,98052,summer,615000.0,622500.0,409950.0,532935.0,122985.0
8031,5422560660,98052,fall,615000.0,585000.0,407000.0,529100.0,122100.0
8033,1474000050,98052,spring,615000.0,627500.0,437000.0,568100.0,131100.0
8036,9512500380,98052,fall,615000.0,585000.0,455000.0,591500.0,136500.0
8039,7199310170,98052,summer,615000.0,622500.0,518000.0,673400.0,155400.0
8040,7199310290,98052,fall,615000.0,585000.0,583500.0,758550.0,175050.0
8041,23520380,98052,fall,615000.0,585000.0,539000.0,700700.0,161700.0
8043,23520190,98052,spring,615000.0,627500.0,490000.0,637000.0,147000.0
8047,3379100130,98052,summer,615000.0,622500.0,507000.0,659100.0,152100.0
8051,7199330480,98052,summer,615000.0,622500.0,361500.0,469950.0,108450.0
8058,200800480,98052,fall,615000.0,585000.0,552321.0,718017.3,165696.3
8060,8644300170,98052,summer,615000.0,622500.0,600000.0,780000.0,180000.0
8063,5490210670,98052,summer,615000.0,622500.0,449950.0,584935.0,134985.0
8064,339600190,98052,fall,615000.0,585000.0,420000.0,546000.0,126000.0
8067,7199340480,98052,fall,615000.0,585000.0,495000.0,643500.0,148500.0
8068,2525059127,98052,fall,615000.0,585000.0,445000.0,578500.0,133500.0
8075,3404700080,98052,fall,615000.0,585000.0,476800.0,619840.0,143040.0
8086,8563050110,98052,spring,615000.0,627500.0,592500.0,770250.0,177750.0
8087,1036400100,98052,fall,615000.0,585000.0,600000.0,900000.0,300000.0
8091,2896000450,98052,spring,615000.0,627500.0,607000.0,789100.0,182100.0
8093,1828000620,98052,summer,615000.0,622500.0,452000.0,587600.0,135600.0
8100,7525100590,98052,spring,615000.0,627500.0,382000.0,496600.0,114600.0
8105,7199350600,98052,summer,615000.0,622500.0,568500.0,739050.0,170550.0
8178,2617300160,98027,summer,571000.0,574975.0,420000.0,546000.0,126000.0
8183,2423069155,98027,fall,571000.0,580250.0,460000.0,598000.0,138000.0
8184,623069068,98027,summer,571000.0,574975.0,425000.0,552500.0,127500.0
8186,723069135,98027,fall,571000.0,580250.0,499000.0,648700.0,149700.0
8188,3324069070,98027,summer,571000.0,574975.0,195000.0,253500.0,58500.0
8194,8650000070,98027,summer,571000.0,574975.0,495000.0,643500.0,148500.0
8199,5561300640,98027,spring,571000.0,571000.0,532000.0,691600.0,159600.0
8201,5561401260,98027,fall,571000.0,580250.0,508000.0,660400.0,152400.0
8209,2724069117,98027,fall,571000.0,580250.0,380000.0,494000.0,114000.0
8210,5710600030,98027,fall,571000.0,580250.0,500000.0,650000.0,150000.0
8216,5561200310,98027,summer,571000.0,574975.0,525000.0,682500.0,157500.0
8223,5561301280,98027,spring,571000.0,571000.0,410000.0,533000.0,123000.0
8224,2354300740,98027,spring,571000.0,571000.0,551000.0,716300.0,165300.0
8230,5706201140,98027,fall,571000.0,580250.0,533250.0,693225.0,159975.0
8231,5279100625,98027,spring,571000.0,571000.0,248000.0,322400.0,74400.0
8232,5561401110,98027,summer,571000.0,574975.0,460000.0,598000.0,138000.0
8233,1523069086,98027,summer,571000.0,574975.0,395000.0,513500.0,118500.0
8240,723069049,98027,summer,571000.0,574975.0,379000.0,492700.0,113700.0
8241,5706200280,98027,summer,571000.0,574975.0,382500.0,497250.0,114750.0
8243,5561300380,98027,summer,571000.0,574975.0,450000.0,585000.0,135000.0
8250,2323069073,98027,summer,571000.0,574975.0,439500.0,571350.0,131850.0
8253,3424069145,98027,fall,571000.0,580250.0,343000.0,445900.0,102900.0
8258,5706200020,98027,winter,571000.0,525000.0,455000.0,591500.0,136500.0
8265,5279100675,98027,fall,571000.0,580250.0,313000.0,406900.0,93900.0
8275,2323069022,98027,winter,571000.0,525000.0,390000.0,507000.0,117000.0
8278,5279100680,98027,summer,571000.0,574975.0,240000.0,312000.0,72000.0
8279,1924069071,98027,summer,571000.0,574975.0,485000.0,630500.0,145500.0
8283,9412200660,98027,summer,571000.0,574975.0,395000.0,513500.0,118500.0
8285,2223069120,98027,summer,571000.0,574975.0,440000.0,572000.0,132000.0
8288,2623069031,98027,spring,571000.0,571000.0,542500.0,705250.0,162750.0
8296,7524950870,98027,spring,571000.0,571000.0,565000.0,734500.0,169500.0
8298,2523069146,98027,summer,571000.0,574975.0,349900.0,454870.0,104970.0
8301,2223069112,98027,fall,571000.0,580250.0,465000.0,604500.0,139500.0
8307,3388300730,98027,fall,571000.0,580250.0,550388.0,715504.4,165116.4
8313,5561100431,98027,summer,571000.0,574975.0,510000.0,663000.0,153000.0
8321,9414500200,98027,summer,571000.0,574975.0,410000.0,533000.0,123000.0
8323,8137500400,98027,fall,571000.0,580250.0,545000.0,708500.0,163500.0
8326,2617300200,98027,spring,571000.0,571000.0,532000.0,691600.0,159600.0
8327,1823069155,98027,spring,571000.0,571000.0,525888.0,683654.4,157766.4
8329,1423069129,98027,spring,571000.0,571000.0,449000.0,583700.0,134700.0
8333,9414610320,98027,winter,571000.0,525000.0,463000.0,601900.0,138900.0
8334,5710610520,98027,winter,571000.0,525000.0,454900.0,591370.0,136470.0
8336,5706200370,98027,summer,571000.0,574975.0,550000.0,715000.0,165000.0
8351,9414610240,98027,spring,571000.0,571000.0,485000.0,630500.0,145500.0
8352,2323069053,98027,spring,571000.0,571000.0,420000.0,546000.0,126000.0
8353,9414610070,98027,winter,571000.0,525000.0,502775.0,653607.5,150832.5
8367,1523069197,98027,spring,571000.0,571000.0,379880.0,493844.0,113964.0
8369,2524069072,98027,summer,571000.0,574975.0,243800.0,316940.0,73140.0
8373,5561300540,98027,summer,571000.0,574975.0,492000.0,639600.0,147600.0
8383,2354300456,98027,spring,571000.0,571000.0,130000.0,169000.0,39000.0
8384,2724069103,98027,summer,571000.0,574975.0,389000.0,505700.0,116700.0
8385,3024079057,98027,summer,571000.0,574975.0,410000.0,533000.0,123000.0
8392,8137500730,98027,spring,571000.0,571000.0,500000.0,650000.0,150000.0
8396,1423069077,98027,fall,571000.0,580250.0,570000.0,741000.0,171000.0
8397,1523069151,98027,summer,571000.0,574975.0,380000.0,494000.0,114000.0
8398,1423069063,98027,summer,571000.0,574975.0,464950.0,604435.0,139485.0
8400,1623069071,98027,fall,571000.0,580250.0,475000.0,617500.0,142500.0
8411,5528600050,98027,winter,571000.0,525000.0,546000.0,819000.0,273000.0
8412,2824069180,98027,summer,571000.0,574975.0,385000.0,500500.0,115500.0
8415,5561000420,98027,spring,571000.0,571000.0,490000.0,637000.0,147000.0
8416,8041100010,98027,summer,571000.0,574975.0,377000.0,490100.0,113100.0
8417,2523069134,98027,spring,571000.0,571000.0,495000.0,643500.0,148500.0
8420,3224069026,98027,spring,571000.0,571000.0,330000.0,429000.0,99000.0
8422,9412200080,98027,spring,571000.0,571000.0,440000.0,572000.0,132000.0
8424,5561000430,98027,fall,571000.0,580250.0,470000.0,611000.0,141000.0
8429,2294900010,98027,summer,571000.0,574975.0,478000.0,621400.0,143400.0
8430,5561000190,98027,spring,571000.0,571000.0,437500.0,568750.0,131250.0
8436,9412200280,98027,summer,571000.0,574975.0,450000.0,585000.0,135000.0
8438,9414500480,98027,spring,571000.0,571000.0,503000.0,653900.0,150900.0
8440,1523069022,98027,spring,571000.0,571000.0,300000.0,390000.0,90000.0
8442,5706201470,98027,spring,571000.0,571000.0,525000.0,682500.0,157500.0
8444,5561300980,98027,spring,571000.0,571000.0,500000.0,650000.0,150000.0
8448,2724069169,98027,summer,571000.0,574975.0,499900.0,649870.0,149970.0
8450,1423069076,98027,fall,571000.0,580250.0,560000.0,728000.0,168000.0
8451,5561401530,98027,fall,571000.0,580250.0,550000.0,715000.0,165000.0
8454,3424069076,98027,fall,571000.0,580250.0,360000.0,468000.0,108000.0
8459,5706202070,98027,fall,571000.0,580250.0,511100.0,664430.0,153330.0
8460,9412200730,98027,winter,571000.0,525000.0,369300.0,480090.0,110790.0
8462,3388300590,98027,summer,571000.0,574975.0,535000.0,695500.0,160500.0
8463,5561000330,98027,spring,571000.0,571000.0,525000.0,682500.0,157500.0
8468,9412200330,98027,spring,571000.0,571000.0,427500.0,555750.0,128250.0
8472,9414500230,98027,fall,571000.0,580250.0,440000.0,572000.0,132000.0
8473,723069013,98027,summer,571000.0,574975.0,255500.0,332150.0,76650.0
8475,3424069066,98027,spring,571000.0,571000.0,396450.0,515385.0,118935.0
8482,9202650040,98027,fall,571000.0,580250.0,401000.0,521300.0,120300.0
8586,7589200193,98117,fall,542500.0,535000.0,535000.0,802500.0,267500.0
8591,546000875,98117,spring,542500.0,545500.0,460000.0,598000.0,138000.0
8595,6021501685,98117,spring,542500.0,545500.0,352000.0,457600.0,105600.0
8602,579003610,98117,winter,542500.0,579975.0,517500.0,672750.0,155250.0
8609,1254200075,98117,spring,542500.0,545500.0,460000.0,598000.0,138000.0
8616,2919702075,98117,fall,542500.0,535000.0,532500.0,692250.0,159750.0
8622,2919700885,98117,summer,542500.0,524500.0,459000.0,596700.0,137700.0
8627,461002025,98117,spring,542500.0,545500.0,501000.0,651300.0,150300.0
8629,7588700204,98117,summer,542500.0,524500.0,520000.0,676000.0,156000.0
8631,4443801160,98117,summer,542500.0,524500.0,420000.0,546000.0,126000.0
8637,2688100075,98117,spring,542500.0,545500.0,488000.0,634400.0,146400.0
8641,4443800810,98117,summer,542500.0,524500.0,443725.0,576842.5,133117.5
8655,8082400100,98117,summer,542500.0,524500.0,535000.0,802500.0,267500.0
8659,4443800110,98117,summer,542500.0,524500.0,456500.0,593450.0,136950.0
8664,7518501390,98117,summer,542500.0,524500.0,473000.0,614900.0,141900.0
8674,2877101340,98117,spring,542500.0,545500.0,426000.0,553800.0,127800.0
8680,7518502490,98117,winter,542500.0,579975.0,515000.0,669500.0,154500.0
8682,7518504291,98117,winter,542500.0,579975.0,535000.0,695500.0,160500.0
8684,461004195,98117,fall,542500.0,535000.0,457500.0,594750.0,137250.0
8690,2919701105,98117,winter,542500.0,579975.0,422000.0,548600.0,126600.0
8694,3626039228,98117,fall,542500.0,535000.0,408000.0,530400.0,122400.0
8702,5309101050,98117,fall,542500.0,535000.0,489950.0,636935.0,146985.0
8704,6825100015,98117,summer,542500.0,524500.0,437000.0,568100.0,131100.0
8707,9268200300,98117,spring,542500.0,545500.0,490000.0,637000.0,147000.0
8708,3052700855,98117,summer,542500.0,524500.0,470000.0,611000.0,141000.0
8711,2919701944,98117,fall,542500.0,535000.0,474000.0,616200.0,142200.0
8715,9268200600,98117,spring,542500.0,545500.0,413500.0,537550.0,124050.0
8717,2856102280,98117,spring,542500.0,545500.0,538000.0,699400.0,161400.0
8724,9165100130,98117,summer,542500.0,524500.0,450000.0,585000.0,135000.0
8731,458000235,98117,spring,542500.0,545500.0,525000.0,682500.0,157500.0
8738,7818700480,98117,spring,542500.0,545500.0,314200.0,408460.0,94260.0
8741,4172100050,98117,summer,542500.0,524500.0,524950.0,787425.0,262475.0
8743,7519001990,98117,fall,542500.0,535000.0,361500.0,469950.0,108450.0
8744,1623800440,98117,spring,542500.0,545500.0,499922.0,649898.6,149976.6
8752,4443801495,98117,fall,542500.0,535000.0,470000.0,611000.0,141000.0
8754,7519001825,98117,winter,542500.0,579975.0,455000.0,591500.0,136500.0
8759,7588700177,98117,spring,542500.0,545500.0,310000.0,403000.0,93000.0
8767,2856100185,98117,summer,542500.0,524500.0,365000.0,474500.0,109500.0
8773,7518502960,98117,winter,542500.0,579975.0,395000.0,513500.0,118500.0
8790,106000015,98117,summer,542500.0,524500.0,435000.0,565500.0,130500.0
8792,5309100515,98117,winter,542500.0,579975.0,537000.0,698100.0,161100.0
8793,1646502165,98117,summer,542500.0,524500.0,480000.0,624000.0,144000.0
8800,9268200315,98117,summer,542500.0,524500.0,456000.0,592800.0,136800.0
8810,2117700065,98117,fall,542500.0,535000.0,306950.0,399035.0,92085.0
8828,7518505070,98117,summer,542500.0,524500.0,402000.0,522600.0,120600.0
8829,5200100115,98117,fall,542500.0,535000.0,540000.0,810000.0,270000.0
8832,2028701165,98117,summer,542500.0,524500.0,430000.0,559000.0,129000.0
