,id,zipcode,condition,price_median_region,price,recommendation
4250,2769602840,98107,4,529950.0,450000.0,Buy
4257,2768301490,98107,5,529950.0,402000.0,Buy
4260,1175000110,98107,4,529950.0,506000.0,Buy
4264,2516000475,98107,5,529950.0,455000.0,Buy
4274,2767600921,98107,4,529950.0,405000.0,Buy
4276,452001860,98107,4,529950.0,503000.0,Buy
4281,2516000486,98107,5,529950.0,402500.0,Buy
4286,1176000390,98107,4,529950.0,448000.0,Buy
4292,9287801455,98107,4,529950.0,484950.0,Buy
4303,1982201345,98107,4,529950.0,440000.0,Buy
4305,7551300065,98107,4,529950.0,425000.0,Buy
4307,2768100040,98107,5,529950.0,515000.0,Buy
4310,2768300650,98107,4,529950.0,453000.0,Buy
4318,1819800286,98107,4,529950.0,460000.0,Buy
4323,1175001135,98107,5,529950.0,424000.0,Buy
4325,2769602710,98107,5,529950.0,517950.0,Buy
4337,2767603165,98107,4,529950.0,500000.0,Buy
4340,452001310,98107,4,529950.0,500000.0,Buy
4345,2767600920,98107,4,529950.0,465000.0,Buy
4360,1819800042,98107,4,529950.0,460000.0,Buy
4387,2768100205,98107,4,529950.0,519000.0,Buy
4400,1025039168,98107,4,529950.0,290000.0,Buy
4457,1782000160,98126,4,395750.0,356700.0,Buy
4470,5347200160,98126,5,395750.0,235000.0,Buy
4472,8122101146,98126,4,395750.0,320000.0,Buy
4476,7454000030,98126,5,395750.0,250000.0,Buy
4478,1781500435,98126,5,395750.0,260000.0,Buy
4492,9842300485,98126,5,395750.0,380000.0,Buy
4495,8122600245,98126,4,395750.0,359000.0,Buy
4512,2349300090,98126,4,395750.0,340000.0,Buy
4514,2492200956,98126,5,395750.0,360000.0,Buy
4517,2695600195,98126,5,395750.0,379500.0,Buy
4525,7454000605,98126,5,395750.0,279000.0,Buy
4530,1782000130,98126,4,395750.0,383000.0,Buy
4534,8122100290,98126,4,395750.0,392000.0,Buy
4542,3624039073,98126,4,395750.0,299950.0,Buy
4546,7452500190,98126,4,395750.0,345000.0,Buy
4549,9284801845,98126,4,395750.0,354000.0,Buy
4551,9109000050,98126,4,395750.0,275000.0,Buy
4552,9284802045,98126,4,395750.0,345000.0,Buy
4554,7452500285,98126,5,395750.0,280000.0,Buy
4559,7312400325,98126,4,395750.0,275000.0,Buy
4560,9842300540,98126,4,395750.0,339000.0,Buy
4567,1782000180,98126,4,395750.0,350000.0,Buy
4569,7452500770,98126,5,395750.0,267500.0,Buy
4580,1782500035,98126,4,395750.0,357000.0,Buy
4584,1782000085,98126,4,395750.0,350000.0,Buy
4587,4364200015,98126,5,395750.0,335000.0,Buy
4596,4364200075,98126,4,395750.0,300000.0,Buy
4597,7312900060,98126,4,395750.0,235000.0,Buy
4602,4365200505,98126,4,395750.0,354000.0,Buy
4605,7454000990,98126,5,395750.0,304950.0,Buy
4607,9269200831,98126,4,395750.0,392000.0,Buy
4611,7454000875,98126,5,395750.0,299000.0,Buy
4614,8122100392,98126,4,395750.0,292500.0,Buy
4631,8122100160,98126,5,395750.0,385000.0,Buy
4642,3095000040,98126,4,395750.0,315000.0,Buy
4654,5550300175,98126,4,395750.0,285000.0,Buy
4658,4365200620,98126,4,395750.0,394000.0,Buy
4664,7454000555,98126,4,395750.0,272000.0,Buy
4683,8122100905,98126,5,395750.0,395000.0,Buy
4689,1394300005,98126,4,395750.0,361280.0,Buy
4698,1725800280,98126,4,395750.0,373000.0,Buy
4709,1782500095,98126,4,395750.0,369000.0,Buy
4724,4365200425,98126,4,395750.0,350000.0,Buy
4739,2492200256,98126,4,395750.0,357500.0,Buy
4740,4365200865,98126,4,395750.0,384950.0,Buy
4741,2492201005,98126,4,395750.0,325000.0,Buy
4743,9297300750,98126,4,395750.0,355000.0,Buy
4801,2130702075,98019,4,401250.0,316000.0,Buy
4827,2131701240,98019,4,401250.0,349950.0,Buy
4844,7349800780,98019,4,401250.0,175000.0,Buy
4851,2130410050,98019,4,401250.0,287000.0,Buy
4859,2131701020,98019,4,401250.0,317000.0,Buy
4876,2130700860,98019,5,401250.0,375000.0,Buy
4891,2131200885,98019,4,401250.0,360000.0,Buy
4898,1558100398,98019,4,401250.0,350000.0,Buy
4905,2129700142,98019,5,401250.0,201000.0,Buy
4916,1326069151,98019,4,401250.0,260000.0,Buy
4938,4047200655,98019,4,401250.0,336900.0,Buy
4939,2131700900,98019,4,401250.0,283700.0,Buy
4946,2130400150,98019,4,401250.0,340000.0,Buy
4983,6865200140,98103,4,550000.0,485000.0,Buy
4990,9468200125,98103,4,550000.0,480000.0,Buy
4991,3797001895,98103,4,550000.0,481000.0,Buy
4992,9521101455,98103,4,550000.0,548000.0,Buy
4995,3363900111,98103,5,550000.0,437500.0,Buy
5010,4310700570,98103,4,550000.0,280300.0,Buy
5014,3797001920,98103,4,550000.0,310000.0,Buy
5018,9468200140,98103,4,550000.0,450000.0,Buy
5038,993002325,98103,4,550000.0,430000.0,Buy
5044,1529300160,98103,4,550000.0,405000.0,Buy
5050,3797000830,98103,4,550000.0,425000.0,Buy
5052,3362900696,98103,5,550000.0,415000.0,Buy
5053,9465200181,98103,4,550000.0,475000.0,Buy
5058,5540800100,98103,4,550000.0,245000.0,Buy
5065,6431500283,98103,4,550000.0,409500.0,Buy
5073,3797000300,98103,5,550000.0,405000.0,Buy
5085,263000164,98103,4,550000.0,425000.0,Buy
5086,263000291,98103,4,550000.0,433500.0,Buy
5101,3362400615,98103,5,550000.0,400000.0,Buy
5110,3226049478,98103,4,550000.0,430000.0,Buy
5113,6430500010,98103,5,550000.0,547000.0,Buy
5119,7821200307,98103,4,550000.0,515000.0,Buy
5120,1972202005,98103,4,550000.0,475000.0,Buy
5121,6430500293,98103,4,550000.0,395000.0,Buy
5122,3797000680,98103,5,550000.0,549000.0,Buy
5126,3797001815,98103,4,550000.0,532500.0,Buy
5129,9232900050,98103,4,550000.0,300000.0,Buy
5142,1324300091,98103,4,550000.0,370000.0,Buy
5143,1972201856,98103,4,550000.0,526000.0,Buy
5154,3363400655,98103,5,550000.0,549000.0,Buy
5156,6431500280,98103,4,550000.0,393000.0,Buy
5157,1931300425,98103,5,550000.0,539000.0,Buy
5178,1529300115,98103,4,550000.0,455000.0,Buy
5189,6046400755,98103,5,550000.0,475000.0,Buy
5198,3363900155,98103,4,550000.0,470000.0,Buy
5202,6430500008,98103,4,550000.0,428750.0,Buy
5225,7821200375,98103,4,550000.0,432000.0,Buy
5231,91000320,98103,4,550000.0,393000.0,Buy
5234,1923800135,98103,4,550000.0,495000.0,Buy
5243,1529300135,98103,4,550000.0,338000.0,Buy
5244,1172000135,98103,4,550000.0,446000.0,Buy
5258,3626039250,98103,4,550000.0,283000.0,Buy
5268,6430000070,98103,4,550000.0,355000.0,Buy
5271,1923300135,98103,4,550000.0,365000.0,Buy
5272,6431000196,98103,4,550000.0,519000.0,Buy
5289,9523102420,98103,4,550000.0,535000.0,Buy
5294,1172000150,98103,5,550000.0,238000.0,Buy
5296,9136103026,98103,4,550000.0,539000.0,Buy
5302,3362401935,98103,4,550000.0,549000.0,Buy
5305,9521101520,98103,4,550000.0,543000.0,Buy
5310,6813600365,98103,5,550000.0,527950.0,Buy
5316,1930301540,98103,4,550000.0,390000.0,Buy
5317,3797002160,98103,4,550000.0,409950.0,Buy
5321,3797000330,98103,5,550000.0,471001.0,Buy
5324,263000155,98103,4,550000.0,418000.0,Buy
5325,8021701115,98103,5,550000.0,549000.0,Buy
5330,9266701085,98103,5,550000.0,409950.0,Buy
5333,9266700256,98103,5,550000.0,470000.0,Buy
5336,3362400472,98103,4,550000.0,403000.0,Buy
5340,1529300410,98103,4,550000.0,365000.0,Buy
5344,3797000035,98103,5,550000.0,430000.0,Buy
5346,1931300870,98103,4,550000.0,355000.0,Buy
5348,9266700175,98103,4,550000.0,415000.0,Buy
5362,2917200675,98103,4,550000.0,340000.0,Buy
5373,2306400010,98103,4,550000.0,500000.0,Buy
5374,4310701330,98103,4,550000.0,415000.0,Buy
5381,3975400190,98103,4,550000.0,509000.0,Buy
5398,6431500122,98103,5,550000.0,520000.0,Buy
5415,1532300155,98103,4,550000.0,425000.0,Buy
5431,9465200405,98103,4,550000.0,412000.0,Buy
5433,9550200650,98103,4,550000.0,499000.0,Buy
5435,6430500219,98103,4,550000.0,415000.0,Buy
5445,3226049054,98103,4,550000.0,526500.0,Buy
5452,1972201161,98103,5,550000.0,435000.0,Buy
5459,6865200981,98103,4,550000.0,517000.0,Buy
5467,1997200245,98103,5,550000.0,540000.0,Buy
5556,9266700190,98103,4,550000.0,245000.0,Buy
5583,16000397,98002,4,235000.0,189000.0,Buy
5584,1202000200,98002,5,235000.0,233000.0,Buy
5585,6131600075,98002,4,235000.0,225000.0,Buy
5588,9500900135,98002,4,235000.0,200000.0,Buy
5589,6131600060,98002,4,235000.0,214000.0,Buy
5590,3224800075,98002,4,235000.0,234000.0,Buy
5591,16000435,98002,4,235000.0,218500.0,Buy
5592,1450100070,98002,5,235000.0,208000.0,Buy
5594,1821059264,98002,4,235000.0,224000.0,Buy
5596,3915500045,98002,4,235000.0,180000.0,Buy
5597,7335400400,98002,4,235000.0,176250.0,Buy
5600,7345000340,98002,4,235000.0,208000.0,Buy
5601,3313600340,98002,4,235000.0,183000.0,Buy
5602,8698600055,98002,4,235000.0,210000.0,Buy
5604,835000055,98002,4,235000.0,175000.0,Buy
5605,3021059155,98002,5,235000.0,161500.0,Buy
5612,7877400266,98002,4,235000.0,206000.0,Buy
5613,2891100820,98002,4,235000.0,213500.0,Buy
5614,7468900245,98002,4,235000.0,188200.0,Buy
5615,7335400215,98002,4,235000.0,95000.0,Buy
5617,7140800100,98002,4,235000.0,125000.0,Buy
5621,7338000850,98002,4,235000.0,183000.0,Buy
5622,7116500705,98002,4,235000.0,156000.0,Buy
5627,2891000680,98002,4,235000.0,195000.0,Buy
5628,6858700225,98002,4,235000.0,199950.0,Buy
5629,7140600190,98002,4,235000.0,233500.0,Buy
5631,7116000425,98002,5,235000.0,150000.0,Buy
5632,7338001190,98002,4,235000.0,215000.0,Buy
5634,8698100170,98002,4,235000.0,111300.0,Buy
5635,1735800050,98002,4,235000.0,142500.0,Buy
5637,7331900290,98002,4,235000.0,230000.0,Buy
5639,3802000020,98002,4,235000.0,154950.0,Buy
5640,304000380,98002,4,235000.0,197000.0,Buy
5641,4399210130,98002,4,235000.0,225500.0,Buy
5644,7335400500,98002,4,235000.0,194900.0,Buy
5646,1450300050,98002,4,235000.0,224950.0,Buy
5647,7335400345,98002,4,235000.0,135000.0,Buy
5648,5198600005,98002,4,235000.0,195000.0,Buy
5659,1821059067,98002,4,235000.0,200000.0,Buy
5660,1018000110,98002,4,235000.0,224000.0,Buy
5663,1202000140,98002,4,235000.0,160000.0,Buy
5664,3339900640,98002,5,235000.0,200000.0,Buy
5668,1921059235,98002,5,235000.0,215000.0,Buy
5671,7345200400,98002,4,235000.0,205000.0,Buy
5673,1921059045,98002,4,235000.0,195000.0,Buy
5674,7889000160,98002,4,235000.0,222000.0,Buy
5675,7140600055,98002,4,235000.0,207000.0,Buy
5679,7116500125,98002,5,235000.0,189000.0,Buy
5681,7338000800,98002,4,235000.0,185000.0,Buy
5684,7468900270,98002,4,235000.0,140000.0,Buy
5687,6131600240,98002,4,235000.0,190000.0,Buy
5693,5125400385,98002,4,235000.0,220000.0,Buy
5695,7338000150,98002,4,235000.0,160000.0,Buy
5697,1450000210,98002,4,235000.0,179500.0,Buy
5699,7338000730,98002,4,235000.0,167000.0,Buy
5700,8581400450,98002,5,235000.0,159995.0,Buy
5705,2597500840,98002,4,235000.0,209950.0,Buy
5708,3224900130,98002,4,235000.0,223000.0,Buy
5709,1450100020,98002,4,235000.0,208000.0,Buy
5710,6131600285,98002,4,235000.0,195500.0,Buy
5715,5198600010,98002,4,235000.0,180000.0,Buy
5718,1450100420,98002,5,235000.0,205000.0,Buy
5719,6131600255,98002,5,235000.0,202500.0,Buy
5721,1450000050,98002,4,235000.0,201000.0,Buy
5722,7116000225,98002,4,235000.0,190000.0,Buy
5723,9150100020,98002,5,235000.0,189000.0,Buy
5725,7468900235,98002,4,235000.0,163500.0,Buy
5727,7140600225,98002,4,235000.0,137000.0,Buy
5732,7335400020,98002,5,235000.0,219500.0,Buy
5734,7345000120,98002,4,235000.0,206000.0,Buy
5740,2891000450,98002,4,235000.0,229500.0,Buy
5741,8581400015,98002,5,235000.0,189900.0,Buy
5742,7345200650,98002,4,235000.0,219200.0,Buy
5746,4399210110,98002,4,235000.0,232603.0,Buy
5747,9499200220,98002,5,235000.0,234000.0,Buy
5748,3313600077,98002,4,235000.0,185000.0,Buy
5750,7335400065,98002,5,235000.0,229950.0,Buy
5751,7877400245,98002,4,235000.0,193000.0,Buy
5784,1755700060,98133,5,373000.0,371500.0,Buy
5791,2231500030,98133,5,373000.0,315000.0,Buy
5796,4402700070,98133,4,373000.0,300000.0,Buy
5798,6411600069,98133,4,373000.0,325000.0,Buy
5802,726049190,98133,4,373000.0,287500.0,Buy
5805,2224700136,98133,4,373000.0,315000.0,Buy
5814,2026049155,98133,4,373000.0,372500.0,Buy
5818,2228900270,98133,4,373000.0,215000.0,Buy
5824,8911000030,98133,4,373000.0,355000.0,Buy
5826,414100295,98133,4,373000.0,275000.0,Buy
5835,9371700125,98133,4,373000.0,254000.0,Buy
5849,6450302900,98133,4,373000.0,329500.0,Buy
5859,726049184,98133,5,373000.0,294000.0,Buy
5865,9325800110,98133,4,373000.0,289950.0,Buy
5868,6149700405,98133,4,373000.0,210000.0,Buy
5870,1844500025,98133,4,373000.0,355000.0,Buy
5872,6145602355,98133,4,373000.0,325000.0,Buy
5874,726049202,98133,4,373000.0,335000.0,Buy
5883,396100025,98133,5,373000.0,339999.0,Buy
5884,6713700025,98133,4,373000.0,300000.0,Buy
5887,2644900110,98133,4,373000.0,370000.0,Buy
5889,173000025,98133,4,373000.0,316000.0,Buy
5897,6671900130,98133,5,373000.0,370000.0,Buy
5903,6450304600,98133,4,373000.0,315000.0,Buy
5909,7283900010,98133,4,373000.0,350000.0,Buy
5913,7282300095,98133,4,373000.0,295000.0,Buy
5917,5666300010,98133,4,373000.0,302000.0,Buy
5919,6145600285,98133,4,373000.0,300000.0,Buy
5921,6190701483,98133,4,373000.0,364000.0,Buy
5922,414100630,98133,5,373000.0,335000.0,Buy
5941,6150700169,98133,4,373000.0,304700.0,Buy
5947,2231800020,98133,5,373000.0,366000.0,Buy
5948,626049091,98133,5,373000.0,275500.0,Buy
5958,748000145,98133,4,373000.0,335000.0,Buy
5964,7276100145,98133,5,373000.0,344950.0,Buy
5974,6145600410,98133,4,373000.0,290000.0,Buy
5980,3368900084,98133,4,373000.0,275000.0,Buy
5992,5562100325,98133,4,373000.0,305000.0,Buy
5997,396100110,98133,4,373000.0,282613.0,Buy
6001,1926049210,98133,4,373000.0,372500.0,Buy
6005,6150200060,98133,4,373000.0,370037.0,Buy
6014,1397300055,98133,4,373000.0,268500.0,Buy
6015,3293700496,98133,5,373000.0,270000.0,Buy
6034,164000267,98133,4,373000.0,311300.0,Buy
6036,162500030,98133,4,373000.0,324000.0,Buy
6038,6450304260,98133,4,373000.0,294000.0,Buy
6041,414100045,98133,4,373000.0,344950.0,Buy
6055,6145601819,98133,4,373000.0,278750.0,Buy
6059,8911000445,98133,4,373000.0,329000.0,Buy
6064,6300000320,98133,4,373000.0,359950.0,Buy
6068,7287700059,98133,4,373000.0,367950.0,Buy
6071,6150200435,98133,4,373000.0,230000.0,Buy
6081,3705900124,98133,5,373000.0,302000.0,Buy
6090,415100085,98133,5,373000.0,350000.0,Buy
6105,7771300155,98133,4,373000.0,332500.0,Buy
6109,2291401115,98133,4,373000.0,349950.0,Buy
6110,1397300120,98133,5,373000.0,364500.0,Buy
6118,6450304130,98133,4,373000.0,329950.0,Buy
6128,6300500515,98133,4,373000.0,350000.0,Buy
6142,8911000425,98133,4,373000.0,345000.0,Buy
6147,6145601995,98133,4,373000.0,370000.0,Buy
6150,9310300185,98133,4,373000.0,227000.0,Buy
6156,6300500275,98133,4,373000.0,350000.0,Buy
6157,6671900095,98133,5,373000.0,313000.0,Buy
6162,2229900020,98133,4,373000.0,359950.0,Buy
6165,5727500561,98133,4,373000.0,255544.0,Buy
6170,6145600780,98133,4,373000.0,335000.0,Buy
6176,1826049430,98133,4,373000.0,372500.0,Buy
6179,414100280,98133,4,373000.0,336000.0,Buy
6181,6450301310,98133,4,373000.0,225000.0,Buy
6197,6885900415,98133,5,373000.0,290000.0,Buy
6199,1074100110,98133,5,373000.0,355300.0,Buy
6202,162500015,98133,4,373000.0,362500.0,Buy
6213,6713700205,98133,4,373000.0,310000.0,Buy
6214,6145601745,98133,4,373000.0,220000.0,Buy
6215,415100015,98133,4,373000.0,301000.0,Buy
6216,726049131,98133,4,373000.0,325000.0,Buy
6222,6713700155,98133,4,373000.0,352500.0,Buy
6228,5745600040,98133,4,373000.0,359000.0,Buy
6230,558100065,98133,4,373000.0,254922.0,Buy
6267,2287000060,98040,4,993750.0,799000.0,Buy
6268,3456000310,98040,4,993750.0,840000.0,Buy
6270,191100045,98040,5,993750.0,940000.0,Buy
6272,8651600160,98040,4,993750.0,799000.0,Buy
6274,2287000030,98040,4,993750.0,811000.0,Buy
6275,4099500935,98040,4,993750.0,705000.0,Buy
6280,8566100200,98040,4,993750.0,980000.0,Buy
6282,3456000160,98040,4,993750.0,800000.0,Buy
6283,5458800125,98040,5,993750.0,925000.0,Buy
6286,4458800060,98040,4,993750.0,957500.0,Buy
6287,5315100737,98040,4,993750.0,900000.0,Buy
6290,5450900140,98040,5,993750.0,830000.0,Buy
6293,7365600070,98040,4,993750.0,762500.0,Buy
6295,3626500045,98040,5,993750.0,760000.0,Buy
6296,5315100806,98040,5,993750.0,940000.0,Buy
6304,2162000160,98040,4,993750.0,992000.0,Buy
6309,5315100394,98040,4,993750.0,604000.0,Buy
6311,5021900160,98040,5,993750.0,711000.0,Buy
6313,1574100025,98040,4,993750.0,525000.0,Buy
6315,7598100735,98040,4,993750.0,769000.0,Buy
6320,2288000090,98040,4,993750.0,980000.0,Buy
6322,5456000110,98040,4,993750.0,865000.0,Buy
6323,191101015,98040,4,993750.0,830000.0,Buy
6324,5451210100,98040,5,993750.0,938000.0,Buy
6325,5450300195,98040,4,993750.0,830000.0,Buy
6326,5021900265,98040,4,993750.0,659000.0,Buy
6330,5482700100,98040,5,993750.0,876650.0,Buy
6331,5452800735,98040,4,993750.0,780000.0,Buy
6333,5452800495,98040,4,993750.0,899100.0,Buy
6334,8651600110,98040,4,993750.0,939000.0,Buy
6337,5452800645,98040,4,993750.0,865000.0,Buy
6341,5450300010,98040,4,993750.0,572000.0,Buy
6342,5021900050,98040,4,993750.0,832500.0,Buy
6344,5454000010,98040,4,993750.0,740000.0,Buy
6346,5452302195,98040,4,993750.0,685000.0,Buy
6349,7785000010,98040,4,993750.0,750000.0,Buy
6350,3622910190,98040,4,993750.0,895000.0,Buy
6355,5021900779,98040,5,993750.0,785000.0,Buy
6357,1483300430,98040,5,993750.0,554000.0,Buy
6359,5450500010,98040,4,993750.0,975000.0,Buy
6368,2287000010,98040,4,993750.0,713400.0,Buy
6370,3625700080,98040,4,993750.0,987500.0,Buy
6376,4099501215,98040,4,993750.0,713250.0,Buy
6378,2757000040,98040,4,993750.0,795000.0,Buy
6382,1300300730,98040,4,993750.0,698000.0,Buy
6384,5021900175,98040,5,993750.0,500000.0,Buy
6385,4351300978,98040,4,993750.0,787888.0,Buy
6388,1824059079,98040,5,993750.0,880000.0,Buy
6393,2174503441,98040,5,993750.0,650000.0,Buy
6399,3307700150,98040,4,993750.0,950000.0,Buy
6401,2581900060,98040,4,993750.0,690000.0,Buy
6402,2581300055,98040,4,993750.0,885000.0,Buy
6403,5451200520,98040,4,993750.0,850000.0,Buy
6405,9350900550,98040,4,993750.0,890000.0,Buy
6409,321100260,98040,4,993750.0,896000.0,Buy
6410,7785000260,98040,4,993750.0,624800.0,Buy
6411,5453700140,98040,4,993750.0,800000.0,Buy
6416,8732300060,98040,4,993750.0,850000.0,Buy
6417,1923000370,98040,4,993750.0,947500.0,Buy
6419,2581900036,98040,4,993750.0,743000.0,Buy
6424,2162000260,98040,4,993750.0,699000.0,Buy
6425,3024059036,98040,4,993750.0,950000.0,Buy
6428,5459000240,98040,5,993750.0,785000.0,Buy
6429,5315101716,98040,4,993750.0,780000.0,Buy
6430,5453700060,98040,4,993750.0,875000.0,Buy
6433,6669200370,98040,4,993750.0,815000.0,Buy
6435,8566100160,98040,4,993750.0,840000.0,Buy
6447,191100810,98040,4,993750.0,870000.0,Buy
6449,5315100476,98040,4,993750.0,760250.0,Buy
6451,191100870,98040,4,993750.0,838400.0,Buy
6452,7785000220,98040,4,993750.0,725000.0,Buy
6454,5451220150,98040,4,993750.0,980000.0,Buy
6458,5451100220,98040,4,993750.0,780000.0,Buy
6459,5459500145,98040,4,993750.0,975000.0,Buy
6461,3024059044,98040,4,993750.0,990000.0,Buy
6463,2287000330,98040,4,993750.0,868500.0,Buy
6464,5451200530,98040,4,993750.0,825000.0,Buy
6465,1224049080,98040,4,993750.0,925000.0,Buy
6467,5458800330,98040,4,993750.0,645000.0,Buy
6470,6672900220,98040,5,993750.0,984000.0,Buy
6472,5460900120,98040,5,993750.0,989900.0,Buy
6480,4094800380,98040,4,993750.0,990000.0,Buy
6484,2287000280,98040,4,993750.0,705000.0,Buy
6487,5453700020,98040,4,993750.0,910000.0,Buy
6488,2162000190,98040,4,993750.0,693000.0,Buy
6494,7785000130,98040,4,993750.0,926250.0,Buy
6495,5458800415,98040,4,993750.0,616000.0,Buy
6496,2581900284,98040,4,993750.0,821000.0,Buy
6497,5454200080,98040,4,993750.0,968000.0,Buy
6498,8732300430,98040,4,993750.0,885000.0,Buy
6501,5456000280,98040,4,993750.0,820000.0,Buy
6502,2579500006,98040,4,993750.0,760000.0,Buy
6503,8563500020,98040,4,993750.0,780000.0,Buy
6506,5450900010,98040,4,993750.0,993500.0,Buy
6509,5459000305,98040,5,993750.0,648752.0,Buy
6511,3629200020,98040,4,993750.0,960000.0,Buy
6512,7785000230,98040,4,993750.0,970000.0,Buy
6515,6666800180,98040,4,993750.0,715000.0,Buy
6516,8651200040,98040,4,993750.0,950000.0,Buy
6529,5315100667,98040,4,993750.0,571500.0,Buy
6530,2174503500,98040,4,993750.0,550000.0,Buy
6535,5459500100,98040,4,993750.0,680000.0,Buy
6538,1224049095,98040,4,993750.0,959000.0,Buy
6548,2599001200,98092,5,309780.0,305000.0,Buy
6549,3668000070,98092,4,309780.0,212000.0,Buy
6560,3327020400,98092,4,309780.0,289999.0,Buy
6564,4366700140,98092,4,309780.0,241000.0,Buy
6566,7137900320,98092,4,309780.0,224500.0,Buy
6578,1313500070,98092,4,309780.0,249000.0,Buy
6584,3327000140,98092,4,309780.0,235000.0,Buy
6586,7137900960,98092,4,309780.0,235000.0,Buy
6588,2599200160,98092,4,309780.0,295450.0,Buy
6590,2599200830,98092,4,309780.0,226740.0,Buy
6592,4239400960,98092,4,309780.0,143000.0,Buy
6602,3410600015,98092,4,309780.0,250000.0,Buy
6608,7968460110,98092,4,309780.0,280000.0,Buy
6614,3298600850,98092,4,309780.0,235000.0,Buy
6615,4239400740,98092,4,309780.0,192950.0,Buy
6631,1683600130,98092,4,309780.0,245000.0,Buy
6634,1682000280,98092,4,309780.0,240000.0,Buy
6644,7749500250,98092,4,309780.0,265000.0,Buy
6645,1685200190,98092,4,309780.0,203000.0,Buy
6651,1721059230,98092,4,309780.0,265953.0,Buy
6655,3298600440,98092,4,309780.0,260000.0,Buy
6656,3668000670,98092,4,309780.0,200000.0,Buy
6659,2721059173,98092,4,309780.0,204555.0,Buy
6668,2599200460,98092,4,309780.0,294000.0,Buy
6669,1685200020,98092,4,309780.0,203000.0,Buy
6672,4239400730,98092,4,309780.0,152000.0,Buy
6675,304000530,98092,4,309780.0,185000.0,Buy
6677,1683600120,98092,4,309780.0,220000.0,Buy
6678,1424100100,98092,4,309780.0,183000.0,Buy
6685,2599001500,98092,4,309780.0,235000.0,Buy
6697,1921069059,98092,4,309780.0,250000.0,Buy
6704,3668000830,98092,4,309780.0,229950.0,Buy
6714,1683500140,98092,4,309780.0,225000.0,Buy
6718,1682000350,98092,4,309780.0,148226.0,Buy
6720,7749500160,98092,5,309780.0,220000.0,Buy
6722,921059200,98092,4,309780.0,216000.0,Buy
6727,3668000810,98092,4,309780.0,218500.0,Buy
6728,4312700340,98092,4,309780.0,178000.0,Buy
6732,1843200350,98092,4,309780.0,150000.0,Buy
6733,7968460240,98092,4,309780.0,257000.0,Buy
6742,1682000160,98092,4,309780.0,206000.0,Buy
6744,3977630270,98092,5,309780.0,206990.0,Buy
6753,520069032,98092,4,309780.0,267300.0,Buy
6755,4312700200,98092,4,309780.0,195000.0,Buy
6761,2377000040,98092,4,309780.0,288000.0,Buy
6769,1721059218,98092,4,309780.0,271675.0,Buy
6771,7749500970,98092,4,309780.0,267500.0,Buy
6772,4239410220,98092,4,309780.0,210000.0,Buy
6776,3521059042,98092,5,309780.0,255500.0,Buy
6778,2212700180,98092,4,309780.0,260000.0,Buy
6779,2599001010,98092,4,309780.0,196000.0,Buy
6780,1683500180,98092,4,309780.0,234000.0,Buy
6789,3903200050,98092,5,309780.0,263950.0,Buy
6801,2599000130,98092,4,309780.0,247200.0,Buy
6809,3668000500,98092,4,309780.0,260000.0,Buy
6815,1565100010,98092,4,309780.0,225000.0,Buy
6816,3977630130,98092,5,309780.0,146300.0,Buy
6818,321059091,98092,4,309780.0,299950.0,Buy
6821,4239400840,98092,4,309780.0,152500.0,Buy
6834,1683600110,98092,4,309780.0,230000.0,Buy
6836,7524600120,98092,5,309780.0,250000.0,Buy
6840,7950700110,98092,4,309780.0,224000.0,Buy
6842,4239400300,98092,4,309780.0,90000.0,Buy
6847,5031300011,98092,4,309780.0,299500.0,Buy
6848,2212600040,98092,4,309780.0,229500.0,Buy
6851,1685200110,98092,4,309780.0,225000.0,Buy
6852,1313500090,98092,4,309780.0,229999.0,Buy
6853,4137020820,98092,5,309780.0,268000.0,Buy
6904,808000070,98030,4,282510.0,206600.0,Buy
6909,1922059135,98030,4,282510.0,250000.0,Buy
6911,7697920160,98030,4,282510.0,245000.0,Buy
6916,273900030,98030,4,282510.0,267500.0,Buy
6920,3830620710,98030,4,282510.0,206135.0,Buy
6922,2005300140,98030,4,282510.0,220000.0,Buy
6928,5420300270,98030,4,282510.0,231500.0,Buy
6932,7697870310,98030,4,282510.0,266000.0,Buy
6933,3830630140,98030,4,282510.0,275000.0,Buy
6938,9183702251,98030,4,282510.0,280000.0,Buy
6939,7697870600,98030,4,282510.0,158000.0,Buy
6941,3830630090,98030,4,282510.0,265000.0,Buy
6947,1330280100,98030,4,282510.0,178000.0,Buy
6961,7140200380,98030,4,282510.0,275000.0,Buy
6963,7140200280,98030,4,282510.0,250000.0,Buy
6966,807800190,98030,4,282510.0,245000.0,Buy
6967,5412310080,98030,4,282510.0,235000.0,Buy
6969,5540000010,98030,4,282510.0,259950.0,Buy
6978,8700110020,98030,4,282510.0,273000.0,Buy
6984,3830210020,98030,4,282510.0,168000.0,Buy
6985,3826501060,98030,4,282510.0,267000.0,Buy
6987,5412310170,98030,4,282510.0,177000.0,Buy
6989,2459000020,98030,4,282510.0,258000.0,Buy
6994,8091401030,98030,4,282510.0,240000.0,Buy
6998,2005600090,98030,4,282510.0,160000.0,Buy
7000,9183703045,98030,4,282510.0,275000.0,Buy
7001,7140200330,98030,4,282510.0,190000.0,Buy
7002,1612500090,98030,4,282510.0,225800.0,Buy
7003,8091410530,98030,4,282510.0,270000.0,Buy
7007,1164000040,98030,4,282510.0,226800.0,Buy
7021,3830610320,98030,4,282510.0,241000.0,Buy
